y,Spot-only,PM-only,Combined
0,0.10845277593643943,0.4888639780494724,0.14573488635653487
1,0.8177995714634219,0.714442532671982,0.7592362249054615
1,0.9796593261534374,0.6738571057357803,0.9780352421210396
1,0.9030613153618503,0.5499762294525011,0.9025275520363097
1,0.6682684057351913,0.775727045699917,0.7068976602365024
1,0.015522844637293013,0.6433885386545194,0.021377648097303716
1,0.16693461931304293,0.5186316450959314,0.16919193350298947
1,0.663834028695433,0.37805609455454336,0.47122774498651915
0,0.41133430880093136,0.48906181290372114,0.5550185024427811
1,0.20458793226922894,0.20743739363167063,0.1651990942564645
1,0.5351146823272654,0.46158634823272987,0.5637764718061041
1,0.4242514076047527,0.36555578098348374,0.22343233491047912
0,0.03272981327699795,0.26936484951306167,0.07170126358008176
0,0.02362134845327486,0.36715118856835677,0.03216418653836976
1,0.8357104062959577,0.6960727312047883,0.8527260875546129
0,0.1432795010838303,0.28923796881552066,0.13731459217389747
1,0.9747835941938242,0.5327468252019564,0.9736143085834037
0,0.10660065392114758,0.668389376159453,0.17849525237495054
1,0.9541611487982122,0.6615037683848407,0.9456501895794712
1,0.9912971629979395,0.6551506167117959,0.9628218696859168
1,0.8024131184814479,0.6977346271636171,0.6610198757596335
0,0.40684985266241763,0.6281487810820398,0.37574341725283406
0,0.30163592712596154,0.4781504793244803,0.29535203859830084
1,0.9999987069494751,0.49749672986885507,0.9999969233578037
0,0.06586520366591299,0.24142236051886354,0.0930003080967315
1,0.8798137794241849,0.66136650079224,0.833963991239246
0,0.06585017975836485,0.24265655677396936,0.07798716912793943
0,0.6631633386396426,0.41513741560134687,0.7476608981008805
1,0.0011723206027535345,0.5796822519481327,0.001449843500501458
1,0.2963504380230826,0.2792870062911129,0.2367674782363948
0,0.035627257642455445,0.4074794181273297,0.04565104877747763
0,0.15971845565341847,0.23455306313862134,0.15530254580874528
1,0.9873694944705679,0.6646078072179172,0.9801010978476522
1,0.0394956044820518,0.23447542360967485,0.0372880534934402
1,0.7086845599113423,0.6337268845832033,0.6928382958030711
0,0.9879165815760599,0.6205684851601994,0.971100669116564
1,0.22698115589225645,0.6330310288981311,0.4041287812302804
1,0.9262881430490904,0.445174926958269,0.9026903225513784
0,0.25479472683376586,0.4937655011829728,0.282539907970893
1,0.7371873878084695,0.1901932532412178,0.5543314314524425
0,0.3564043579159471,0.22830109814282495,0.2418847287597046
0,0.01780852184013488,0.2953942261794901,0.024374939374710837
1,0.9276456511831986,0.894261736498021,0.9620210516405959
1,0.7444247549850801,0.7144385553578221,0.7729068426184713
1,0.5199303402253771,0.6754755403897201,0.6683900761441016
